"Mean","SD","NBeads"
229,161,8
3329,631,6
14308,972,13
4302,809,14
1079,293,10
2422,603,17
8912,1457,10
2696,724,7
9000,1403,7
1728,506,15
1261,312,9
2744,328,15
224,119,12
528,310,13
415,256,11
8042,1002,15
1532,422,8
2245,481,14
78,62,9
245,212,15
493,306,9
763,290,12
4917,807,20
1532,636,9
695,294,18
3822,823,21
1283,420,21
409,267,10
4125,729,15
6301,707,18
361,159,11
548,296,11
6754,1288,12
2019,368,11
13940,1464,16
1091,486,20
1511,428,10
3297,463,10
1958,566,11
2363,547,12
10275,1211,10
1513,485,8
248,216,17
13914,1197,12
2406,500,10
3404,431,16
7557,1167,13
8948,1020,11
12962,1149,13
5671,1009,19
19804,1768,16
9685,258,5
384,270,12
6040,955,29
5952,754,19
9771,872,16
201,82,9
5286,936,26
173,168,5
2049,484,12
2982,648,6
10557,1555,13
1259,482,19
2321,529,18
10563,1501,7
232,140,11
287,228,9
1996,527,18
8686,1109,16
2279,646,12
12618,989,16
4026,308,3
1152,425,10
1008,397,14
1269,467,18
449,225,12
14936,653,13
11731,1440,22
891,318,5
934,270,14
11979,1314,12
3613,444,12
9523,1037,17
14864,1408,10
12806,1195,15
1268,260,6
8971,2200,14
1907,319,7
914,403,17
10617,1054,23
9417,360,11
10196,1570,11
5991,835,12
661,226,11
1051,357,10
4013,864,17
9083,602,18
1773,555,7
9186,862,14
13876,1328,13
9611,637,13
6015,545,12
1498,465,21
823,303,15
1327,386,11
12050,219,6
1151,454,18
449,205,14
779,91,8
411,215,10
330,259,6
417,282,11
1039,257,18
6589,1022,11
3268,683,13
11974,1561,16
3823,684,13
4987,641,14
2824,321,7
14271,1662,20
1094,267,14
552,293,17
11231,1142,14
4991,744,11
1045,249,14
7086,1121,13
5901,807,7
7226,800,18
168,155,10
974,406,15
9580,720,11
6402,899,16
1577,313,17
10163,1127,9
15700,395,9
7178,843,23
664,429,21
10363,576,9
1267,501,10
18490,1705,21
6405,807,10
6876,1086,9
1547,410,12
7232,606,8
241,173,13
1117,272,11
4334,648,9
13256,1904,15
183,149,15
12069,717,6
2525,613,10
3976,526,11
419,288,14
2814,633,16
297,219,20
3414,280,5
13479,1762,11
1905,272,6
750,260,18
12280,1296,9
5989,992,12
386,187,16
8008,869,9
13002,1248,16
1861,486,16
8676,1098,10
3234,702,14
813,319,11
8789,893,15
5917,667,16
5404,915,20
640,266,11
16200,472,9
243,79,4
322,194,8
853,172,6
5536,728,8
539,255,5
839,13,5
835,237,7
378,166,11
7978,779,19
9502,1223,18
888,430,7
5514,1008,8
502,224,8
2329,460,8
282,196,16
1691,262,12
521,210,14
899,358,15
11813,900,7
20313,1512,13
2077,469,9
1319,519,15
7864,809,14
155,102,7
450,209,11
219,161,14
6034,796,16
12191,1139,17
8626,535,11
4461,597,12
16180,1416,8
3795,566,12
2804,571,11
4972,964,13
589,211,10
11253,1025,18
4931,1039,10
6172,643,15
12472,897,13
5854,1229,16
9649,898,10
296,200,15
1546,356,10
5183,1031,10
3599,679,11
427,246,14
313,281,10
2937,442,14
8991,744,11
373,177,10
17740,1421,17
7794,1426,9
14759,917,12
9504,1185,11
751,301,12
11515,1206,16
5719,846,12
441,235,11
10966,1159,11
351,176,10
732,338,20
3291,509,9
1283,305,15
5425,354,11
488,250,19
1846,404,17
1584,253,12
359,199,13
575,216,13
13389,1399,12
1795,340,11
322,307,13
13796,1485,21
807,327,15
1010,267,7
1829,474,17
8222,870,11
2547,496,8
9276,876,15
907,346,8
214,81,8
7642,825,13
2647,945,9
18190,1645,10
299,209,22
416,202,13
1729,405,13
594,242,10
2794,552,16
13813,1638,12
10519,907,11
2300,517,12
231,146,13
311,152,10
2663,737,4
4254,691,18
499,278,13
421,163,13
4364,897,17
563,362,19
635,350,16
3561,755,17
11243,1914,10
134,108,14
521,222,17
1368,390,12
339,208,20
4574,587,18
5463,2012,6
3561,715,21
1220,450,11
96,85,6
112,60,19
14041,1491,23
597,389,11
3068,550,15
7399,950,17
12838,1449,16
7035,372,12
2043,358,16
4843,1268,9
2930,369,3
10787,1272,20
4134,683,13
3425,593,13
1129,439,9
2482,682,9
4613,779,19
1553,546,10
4180,867,7
545,398,19
6032,1032,14
1126,421,22
8392,903,11
7305,789,13
3709,955,15
12416,1381,10
185,123,6
1756,669,11
1846,487,19
4182,300,11
4048,822,16
8091,964,17
6571,640,14
195,145,6
2702,462,12
11284,983,12
1942,399,5
423,262,8
5899,691,19
14188,1533,23
12714,1027,14
811,216,12
690,349,16
418,274,14
197,180,14
60,47,5
3764,548,12
7011,907,12
15290,782,11
11772,1005,16
15556,576,6
2249,610,13
10737,917,16
619,236,9
419,176,11
899,363,20
566,308,7
1753,251,11
2430,435,20
13105,944,11
18976,1018,11
7593,843,18
4729,636,12
7346,752,11
316,259,11
952,625,3
392,129,10
290,176,11
1049,371,11
9631,927,15
9508,616,8
6021,847,14
1291,448,19
376,277,8
374,253,18
257,114,11
186,39,5
3340,558,5
1058,329,7
1000,203,17
2685,868,15
1106,482,12
931,346,12
6170,897,10
627,302,13
1309,351,11
766,261,15
555,233,18
16777,1244,12
367,144,6
1081,352,8
1794,513,16
2266,392,11
8837,653,7
596,548,15
862,339,11
1088,342,7
15371,712,8
179,131,10
409,93,7
1074,302,17
4322,942,19
19656,1318,12
2799,668,3
8430,1016,13
2195,632,15
228,178,9
1456,260,19
9553,1175,16
2748,431,7
16555,949,16
17747,1842,15
9706,1096,16
8055,923,13
661,274,19
383,290,14
5726,906,8
11792,1386,19
4736,715,15
264,202,15
18237,640,9
4578,701,17
1093,367,8
0,1456,47
11596,1039,16
2414,589,8
9361,1001,24
10161,1613,12
592,276,13
5398,866,9
21773,1343,8
4797,440,9
2122,384,16
748,236,21
4199,530,15
3238,606,15
10961,1831,16
505,238,17
1278,632,9
1095,272,9
2604,620,6
297,150,13
163,86,12
2292,630,18
2842,685,12
10539,1016,17
3085,577,13
777,233,13
1236,486,15
10043,1115,13
234,201,21
3009,611,4
8551,382,7
2841,683,10
7917,854,14
10766,1055,12
3789,608,14
6312,705,8
6835,1216,13
2047,709,16
11751,2048,16
16212,1168,4
8446,1302,19
8577,966,6
118,100,13
1325,294,10
20576,1540,12
4546,565,14
312,144,8
5019,949,8
8321,576,12
1107,304,16
1688,346,12
5181,796,19
4343,744,11
1081,403,18
14913,1166,13
4535,686,17
4652,291,12
485,237,17
2794,591,18
9538,833,6
9176,868,24
4301,371,10
1570,588,11
243,176,11
1428,364,10
3894,830,12
5583,687,14
1136,263,18
1934,476,12
200,131,10
10437,971,7
594,279,16
309,145,8
978,475,11
12408,1818,11
1971,517,15
9351,1669,14
10322,1384,12
1226,399,12
433,247,18
0,0,0
11115,825,17
911,336,8
9017,1780,15
15392,458,9
96,92,4
13495,1313,19
6059,906,13
815,347,9
2682,437,19
8740,1398,23
3009,850,7
11099,764,20
1316,565,9
7005,987,18
6498,693,4
6890,733,10
11044,824,11
11602,669,13
3111,503,10
14751,1747,13
317,238,20
372,209,17
11475,1042,14
318,222,18
20,16,5
344,246,13
291,194,13
311,191,14
136,114,8
10769,1233,18
11795,588,8
6244,911,16
6169,983,10
1933,531,13
8473,774,13
1134,563,6
573,301,10
15589,1103,18
17864,1202,22
3993,608,9
10680,1163,13
845,333,18
673,310,9
331,218,15
7491,701,19
1751,503,21
8918,935,11
5412,897,11
632,403,18
402,315,8
284,250,13
1919,489,15
516,208,14
513,309,15
10525,3230,12
1746,751,12
2990,654,12
279,173,9
1557,355,9
13943,1451,18
261,150,11
12813,1259,16
3330,820,14
429,294,16
6655,841,15
927,399,12
7034,966,10
1890,475,15
4147,403,13
6912,758,9
0,0,0
7584,917,14
3730,1223,11
9519,1028,12
244,190,12
181,141,14
7082,361,13
1250,526,13
2816,635,15
2483,693,12
548,317,15
6954,1160,12
3804,641,16
548,290,20
501,218,10
188,134,8
4086,798,15
237,171,15
337,147,12
9003,652,12
4476,684,15
3786,682,6
676,347,9
11321,1196,10
548,284,12
1090,254,9
321,207,21
855,335,12
1372,475,6
6529,968,15
633,217,17
225,174,14
205,136,9
1945,335,11
9785,1172,6
127,88,9
3610,706,18
1192,222,14
284,236,10
391,280,14
3391,666,11
161,77,7
8861,1623,18
2895,506,13
164,142,14
600,237,14
4659,872,12
731,333,14
740,167,17
338,209,13
1796,406,17
15054,1394,17
1893,338,11
4745,228,3
16033,1357,14
8013,717,14
1744,138,14
647,262,10
9382,1119,21
121,96,14
16368,1315,15
830,261,12
4539,1035,19
11214,1190,7
3863,664,17
11945,1090,16
858,41,4
1620,448,15
715,385,11
1955,469,9
11022,1026,12
11191,1251,12
2593,466,15
6798,695,17
1917,431,10
5329,521,19
3703,412,13
384,216,16
1200,274,8
1575,368,9
3746,687,10
171,85,5
9387,389,7
3938,525,10
496,132,5
375,289,15
532,200,9
1390,580,12
402,284,10
4445,868,5
1170,530,16
2188,417,12
14133,755,3
3653,366,7
1077,297,17
1647,297,8
11415,1612,4
762,325,12
11519,790,10
7881,1217,15
10451,928,9
440,197,16
227,183,17
10333,1248,14
8866,291,7
8879,1264,16
3430,507,13
178,146,9
4561,985,17
3708,598,12
3581,587,15
199,132,14
1455,545,17
883,322,14
170,108,15
3382,564,11
5654,1445,11
255,180,12
4806,861,13
608,274,8
15285,2064,9
953,425,20
3654,532,6
1957,347,10
10356,1174,16
613,329,9
11791,870,7
13467,1510,14
235,174,14
1143,475,18
2538,367,6
1114,385,10
824,242,10
1619,468,5
2680,560,7
2810,472,19
209,137,11
199,116,9
3456,762,9
5552,931,17
9886,677,10
1264,475,20
4267,560,15
3108,431,12
1972,329,6
1093,323,10
11831,804,6
359,190,20
5345,658,14
14708,1310,14
9343,1043,11
546,441,8
628,373,14
4671,338,12
376,208,9
14777,1368,7
1438,526,14
642,320,12
11950,2251,4
11696,970,5
18482,2280,12
2725,718,11
1774,494,13
532,304,12
3453,682,6
1318,395,27
3577,909,15
6615,667,12
563,351,20
320,249,14
792,371,19
534,281,14
1608,573,13
496,263,12
1974,468,14
467,188,11
6429,918,11
8814,1357,18
1496,673,18
9986,1202,16
4626,714,12
297,241,13
14818,1179,13
3327,653,11
1130,500,22
847,381,13
1721,534,10
265,222,12
11149,1454,12
7534,827,17
5119,851,12
9952,1044,7
390,221,9
305,197,11
1274,363,11
2678,434,15
7468,858,17
249,155,18
530,317,22
7214,1667,9
781,320,7
757,260,12
3436,947,13
1428,487,16
1500,445,10
94,80,11
787,233,19
971,433,8
490,145,14
8364,686,12
332,191,11
11887,1690,17
6549,920,21
14773,1121,9
11233,1365,13
5046,827,21
7748,711,13
3251,827,14
5678,590,13
1022,416,10
2392,349,10
3388,663,19
486,229,17
2950,665,11
2458,601,8
13694,1993,12
8608,1200,24
12353,1101,9
1776,570,11
732,211,6
1270,395,20
6285,950,15
1136,417,11
9235,1230,16
1651,711,5
416,285,12
73,79,8
829,302,14
3979,559,15
5672,846,13
318,176,15
12694,1353,15
1674,368,8
284,120,5
13113,1201,13
688,248,17
1229,523,13
496,287,8
4548,607,13
8218,938,8
8326,1152,18
108,95,8
6302,491,4
740,267,12
2303,745,7
325,237,5
967,329,9
11715,1041,15
7865,766,18
9896,897,14
7276,1157,12
2311,378,23
8083,1000,11
2658,590,11
1058,454,19
1610,320,16
3070,688,8
6446,1051,7
7057,757,18
9011,310,4
1662,337,4
692,330,10
2214,682,13
406,206,16
7342,733,14
1871,383,16
924,405,13
9463,1467,15
11750,1537,17
1910,503,13
894,432,12
15636,1813,18
17231,1173,11
10726,1293,9
6264,958,35
313,176,8
3836,704,12
236,135,14
1775,417,13
6966,1068,18
18849,981,12
742,392,12
1216,474,9
9714,864,13
692,287,12
3593,318,10
515,196,4
7308,906,12
2751,720,13
755,326,15
8507,968,18
3873,614,14
233,192,28
1678,374,13
1267,482,13
670,237,13
3899,438,5
618,341,13
804,257,11
6406,1131,14
1693,589,12
929,375,17
663,292,15
2341,490,10
1254,326,13
705,445,12
259,151,10
5379,868,16
8981,926,7
3251,807,10
730,316,14
2665,370,13
1680,484,19
3121,479,8
6879,1138,13
7505,990,9
2554,650,13
6593,1101,14
2682,631,14
372,219,14
1036,175,7
11048,1221,8
8850,151,8
5482,413,9
305,305,7
1000,307,15
2460,584,16
5109,772,16
511,386,10
4312,453,14
1397,451,8
6042,1104,21
390,265,16
216,159,15
973,324,10
542,279,16
1348,322,12
9032,1188,11
1132,470,17
5796,574,12
631,276,11
4388,539,10
1788,248,13
490,271,13
6415,464,8
12973,1227,17
273,147,14
14683,1263,24
15830,1470,11
3142,695,5
12388,1136,16
533,366,8
1858,656,22
462,354,12
5554,552,13
6567,888,6
8171,1006,16
1438,347,9
699,442,10
10709,1022,5
3029,964,8
578,285,11
6163,1071,8
1156,440,16
1002,256,14
724,291,16
13413,1398,15
1520,353,13
234,195,15
15195,1670,13
9311,1123,11
325,199,9
9966,765,6
909,142,6
15890,1781,9
513,246,11
1871,509,10
496,309,11
273,152,13
13471,1626,15
707,338,11
227,160,15
6167,589,16
16580,1462,11
3227,542,13
6355,1186,9
258,166,8
3585,551,8
3612,607,8
1306,338,10
960,626,14
150,108,12
543,360,7
5419,708,11
177,124,16
6389,702,9
396,223,20
2078,504,9
1065,339,16
9971,992,14
761,308,13
8275,904,10
1444,395,7
5341,1200,15
3242,841,11
10989,448,8
372,180,19
9994,975,14
2716,601,16
7736,966,19
787,270,18
2551,432,17
5105,863,9
2621,340,9
10802,703,5
10005,973,16
1461,665,11
651,373,10
8281,704,17
15316,1478,11
4100,739,9
6109,775,10
15101,1762,9
1641,664,11
712,318,14
208,75,8
615,141,10
655,332,12
10771,1295,19
9784,996,17
910,381,9
627,159,13
901,364,7
5278,1130,8
861,302,10
6847,1377,7
11477,1064,16
931,193,7
6472,844,13
653,279,12
748,361,11
6775,603,15
375,255,21
2470,573,7
1923,452,10
1812,77,3
13471,1219,20
16166,1525,13
2211,171,7
382,245,15
657,261,18
313,247,13
1441,333,8
1485,465,10
546,198,22
587,246,8
1217,376,9
7540,951,11
633,347,15
1477,246,10
515,257,9
7839,1553,14
5653,982,14
4108,693,11
4434,849,9
659,211,15
13062,697,9
1816,483,11
4413,527,17
1098,386,12
2606,805,18
2159,553,7
13422,995,14
13074,1286,6
21108,1577,15
1394,426,20
7331,1065,8
1334,401,16
1101,317,18
1423,454,10
5089,1150,17
9171,1536,6
13451,1369,15
11317,465,12
641,251,13
977,433,16
7126,980,16
313,277,13
454,291,15
146,106,13
7458,1163,9
808,211,9
224,146,9
5240,593,20
1377,276,16
4026,553,15
11225,958,18
7198,771,8
2149,546,14
13453,1149,14
8547,1826,13
386,238,18
4541,387,12
11572,1058,8
1445,327,13
5592,801,8
16168,964,14
6557,573,10
13206,1102,14
1898,457,18
2652,630,20
13511,1030,13
1710,538,20
1050,222,8
1263,317,9
192,136,11
775,203,9
195,120,15
12562,1816,10
4417,909,15
5714,707,12
11023,940,15
7760,1089,12
574,184,6
1161,250,8
265,177,12
429,215,12
1556,456,18
401,240,10
4237,648,15
1460,528,20
16953,2145,13
2430,495,11
12787,977,11
633,293,13
1060,308,13
1622,417,9
19913,2122,14
2413,476,18
1766,432,18
1428,69,5
11355,1053,12
11404,1669,15
10884,602,7
190,86,11
3793,791,11
9360,1227,13
1416,456,22
471,277,19
1829,451,19
517,151,11
488,243,13
152,122,18
365,166,15
21983,1748,20
10924,1069,21
436,274,14
6729,430,7
454,274,18
9630,1078,5
11007,1383,9
4748,770,23
865,495,7
3761,638,14
1093,298,8
274,182,10
11934,1324,13
4414,456,10
925,279,16
2517,372,9
983,238,11
16378,1594,12
341,241,15
12019,1587,7
347,262,12
814,561,12
8678,954,17
64,49,8
7300,1391,12
10499,1622,14
11570,766,16
217,184,17
213,209,11
493,76,9
13421,1121,10
4107,726,13
17912,1988,9
394,226,14
999,353,11
2069,519,8
16714,1702,12
1774,290,14
1666,503,14
813,199,13
388,232,19
627,287,10
916,355,7
116,97,12
232,152,11
10593,1307,11
3944,661,13
155,76,11
368,192,10
1549,351,9
1328,404,12
511,244,10
149,139,8
12316,1813,10
6647,503,12
772,430,13
10110,1399,13
893,168,12
9185,791,14
6875,967,22
13009,1601,11
2139,658,6
7842,1059,13
2974,804,10
766,90,8
1048,418,18
896,329,27
8147,342,7
3333,490,7
410,275,12
1533,426,15
4820,1004,11
729,75,6
899,320,9
1893,434,13
257,210,17
167,162,11
3120,557,21
1193,296,15
918,327,12
6678,984,12
460,255,15
13484,1161,15
1186,531,16
6511,700,14
3465,636,14
177,147,20
494,266,13
881,78,10
521,58,7
679,352,28
3530,829,19
494,300,17
1445,139,6
1390,505,11
879,450,8
625,274,7
8519,785,10
1712,679,17
769,351,18
2974,1078,11
341,238,11
201,211,10
3787,666,13
18349,1674,11
8180,799,10
6292,912,10
554,344,8
1651,697,13
7047,1018,11
6323,822,6
1713,407,8
1079,168,8
476,282,11
874,428,11
3525,550,10
16984,1936,14
1347,487,20
1347,529,13
394,257,20
1895,449,17
2074,829,15
1735,566,14
1231,503,17
6114,1167,12
682,271,12
14708,1733,11
7023,864,19
1598,580,19
1532,460,12
909,374,22
1022,293,13
493,329,14
906,442,9
5821,549,7
729,266,15
250,170,10
13273,1408,13
1963,692,12
2954,183,5
13331,1042,9
484,335,12
17543,1490,16
8388,880,11
15344,1227,11
8358,1079,27
10916,941,19
1442,262,4
12661,1495,12
277,143,10
2603,673,14
374,254,14
12597,1708,17
751,432,11
1273,595,7
10516,972,13
716,103,5
4112,900,14
2846,674,8
4761,956,12
2442,636,11
169,148,21
822,471,9
1282,385,15
2039,768,27
556,97,6
9530,910,10
3501,256,14
587,334,10
1612,312,14
1629,494,13
232,130,11
1484,90,8
2463,468,10
1209,456,17
1294,503,13
6083,697,10
1207,349,16
539,301,10
3866,410,6
282,218,12
1563,281,14
316,163,14
4884,828,14
9505,1221,10
3325,626,13
7003,1195,8
18375,1506,14
850,347,9
199,173,17
9757,1259,12
7828,999,11
4965,871,11
12291,530,4
8668,966,10
1566,412,12
3789,652,16
1021,442,9
2942,565,12
360,218,13
396,192,17
560,361,8
2334,401,12
12832,1203,11
1905,457,19
491,176,21
14898,1332,16
5682,962,7
486,268,12
2383,537,19
402,245,46
406,255,12
5578,504,10
297,218,18
7578,409,16
6920,736,10
6806,840,13
8787,1805,4
725,437,8
357,301,12
1576,224,14
983,390,15
12675,1944,14
9300,955,14
3446,796,17
1653,371,11
1946,114,5
362,220,10
357,231,15
1048,409,14
10157,1421,16
455,329,18
6095,1038,12
426,293,13
2065,575,15
341,211,6
1104,199,10
269,164,9
232,190,15
516,162,8
8828,2059,9
337,219,19
846,367,15
4506,616,8
1070,414,13
497,342,13
54,38,9
367,312,17
7659,1145,7
10142,1040,10
10548,575,7
6320,781,13
2389,698,8
7346,880,17
149,90,8
2981,559,14
3536,724,18
3567,535,5
804,249,14
6314,779,19
9833,1233,19
241,170,23
3996,1574,7
477,466,6
2356,354,6
7953,1312,4
9819,991,8
4623,456,9
488,308,20
3863,805,21
8854,854,11
6526,942,14
8857,846,10
5663,396,10
2439,580,9
1724,443,11
5386,523,15
578,338,12
283,206,11
205,211,12
594,215,12
892,253,15
7999,671,14
1544,538,12
223,185,13
9852,812,11
280,238,10
385,183,10
4327,727,17
631,280,16
5934,869,15
6907,650,19
9787,915,9
415,200,9
2116,556,20
270,120,12
6783,1386,17
117,107,7
5211,283,4
3285,268,8
591,285,16
216,182,18
7188,1419,17
987,420,15
9247,1292,15
765,347,10
10428,1293,13
865,329,11
856,511,8
4343,725,14
277,191,16
441,289,9
432,345,6
3595,730,5
530,283,17
765,260,12
1917,632,19
5908,1007,8
6124,727,11
249,212,9
3390,680,12
1059,436,9
9154,1248,10
299,127,11
834,312,18
10149,964,11
614,199,12
683,245,13
2027,295,8
134,104,10
338,237,13
3371,505,16
945,379,15
531,199,6
330,119,9
204,151,5
2424,461,13
11302,1374,14
447,301,13
6727,797,17
797,274,12
331,143,13
4137,593,9
12368,845,9
12978,1654,17
162,77,10
1621,337,7
6508,829,14
10207,1490,16
337,153,13
2286,768,16
9938,1360,22
252,220,10
2778,775,10
1637,593,11
9546,1005,16
1581,767,12
4521,618,15
5474,754,12
11668,1201,12
12400,1237,13
361,268,9
13058,1856,14
446,303,12
64,71,3
3326,458,15
1022,408,15
11194,1236,16
12212,1131,17
14693,707,7
6127,847,19
979,411,18
1532,202,11
1547,427,12
2766,444,15
351,209,14
628,326,14
23774,2277,18
586,274,9
9397,842,12
1075,199,13
2020,690,18
702,304,11
5477,710,14
556,261,12
10908,1536,18
404,260,10
721,345,10
133,107,11
565,306,13
5067,478,12
673,317,14
1502,641,14
20777,3346,12
6904,1125,13
2083,632,17
8240,846,10
11780,1346,18
2377,683,11
1209,367,9
272,177,18
19316,1493,13
1922,372,14
256,124,14
737,424,17
12914,863,17
1558,598,9
499,293,17
4707,797,13
3006,850,17
14655,1573,17
1865,490,12
15548,1197,10
2213,397,13
1826,530,9
10138,1257,20
355,258,7
14144,1468,9
2776,612,20
343,187,17
2708,521,16
1164,486,7
592,109,9
323,212,7
442,194,17
1503,424,13
4299,577,15
946,371,12
13810,1324,15
17585,1150,19
340,226,11
310,158,14
7596,801,16
14310,1567,15
451,249,8
2375,456,9
11387,1580,15
1375,408,11
1449,672,12
15420,1021,10
1337,91,8
8480,568,4
739,345,16
4422,803,12
1913,480,9
1623,212,13
13577,1363,18
254,209,16
7953,1127,17
2417,377,10
6265,986,11
3299,699,18
823,205,13
536,255,14
17202,1767,15
877,391,15
2656,607,8
218,184,20
250,181,14
581,378,11
7217,859,10
1876,399,13
2023,669,15
4446,617,10
1227,299,14
387,260,12
2722,461,12
3582,505,21
167,96,6
1040,437,16
6515,727,17
270,225,14
2177,445,12
13798,1092,17
1383,418,15
11199,952,19
20838,1897,10
11409,2005,6
833,488,12
4125,445,14
164,68,8
17996,1643,14
309,181,17
471,371,13
307,166,10
357,242,13
1191,500,16
285,137,15
495,165,11
10108,1104,11
624,287,6
2757,288,11
7631,823,7
900,219,8
9815,845,17
10454,879,8
1285,486,12
10902,836,15
1192,280,10
3928,652,11
629,313,11
572,297,8
644,287,14
332,227,13
5694,1040,19
9403,1082,10
638,316,16
8923,1256,8
3120,606,9
166,159,10
1366,422,11
768,286,5
285,214,8
484,238,11
19067,1477,18
559,208,9
12318,802,13
14444,1343,13
18865,1855,11
1448,616,9
808,497,16
5516,1001,7
1423,495,21
19235,843,11
7870,1538,14
48,37,13
8436,997,12
261,190,14
295,242,17
1761,709,11
5886,956,22
2485,690,14
809,320,14
6021,831,15
3044,450,13
806,420,12
15684,1585,10
184,104,14
1663,638,12
247,201,13
398,247,8
9069,1435,21
10874,810,17
107,128,5
627,219,11
59,54,8
14207,1335,18
9104,397,6
546,251,16
4225,776,14
16993,1510,18
1055,435,14
1111,210,9
2420,598,14
13445,1351,13
3227,726,17
10164,673,12
7015,797,11
4889,743,9
19396,1540,10
5354,611,14
15480,1473,15
890,319,16
2238,327,12
366,142,6
6621,1279,13
756,106,8
415,248,17
11351,1399,11
6323,1087,16
5566,883,11
4518,555,9
18263,2138,13
220,176,9
3152,776,6
631,236,6
16221,1577,13
3289,504,8
6130,599,12
12454,1448,16
817,371,15
518,221,13
2643,567,12
1765,288,8
289,189,14
2171,553,18
1393,391,10
560,158,18
222,121,9
4684,934,12
313,205,10
11022,1108,9
2263,385,11
7571,645,11
9607,911,10
408,185,15
805,265,13
932,466,17
12072,1086,11
1293,338,17
1422,367,14
531,316,10
10883,883,12
6285,1038,15
1278,348,14
4563,757,13
2645,465,13
5737,453,9
8217,1001,12
2847,401,14
5067,929,20
1567,362,9
8922,964,8
4205,540,9
384,256,12
1227,346,14
5365,802,21
103,89,16
1316,550,12
720,431,12
1006,367,14
423,316,16
1630,460,13
1040,310,11
21856,1828,10
759,262,15
5391,763,13
577,219,11
6884,1140,14
7325,28,3
4549,509,12
1208,455,17
2954,664,15
734,305,15
337,177,10
4550,721,22
4107,400,12
4199,565,9
615,311,19
111,99,7
4898,471,12
170,152,8
424,177,11
889,453,13
8932,1190,16
247,198,7
13210,1030,11
11937,1765,8
8661,956,12
469,184,10
402,244,9
8371,657,14
6373,1255,16
914,388,17
996,503,13
3514,642,15
664,329,8
615,347,18
907,375,16
418,260,8
1010,419,10
3439,617,11
10570,1605,14
221,168,12
2307,651,14
1077,300,13
652,392,15
546,328,11
3595,463,14
16668,1875,13
8100,991,16
144,120,16
12852,1316,11
639,235,9
6185,394,13
1309,486,12
257,184,9
7363,871,11
160,106,10
958,470,7
