"Mean","SD","NBeads"
2491,368,8
779,312,17
1276,261,8
9432,1197,18
6318,478,7
7936,646,12
16346,1313,15
339,241,8
694,240,6
612,237,13
2792,382,14
262,133,10
6335,872,17
1609,455,10
267,125,7
6131,716,7
13469,1187,15
5980,924,9
16030,1378,15
152,113,12
3636,617,13
2393,347,11
16296,936,15
13727,1266,8
3684,505,14
169,121,9
182,91,15
117,121,9
12369,1112,12
16489,1896,20
9991,370,9
3630,546,18
775,254,21
11800,1441,21
3769,1062,10
14058,1746,15
14723,1452,18
287,204,11
7151,981,11
583,162,12
473,237,11
8020,1088,16
8837,858,20
10508,529,10
14221,919,10
275,225,11
13740,1448,12
1214,321,10
9461,572,8
8179,1304,17
1002,291,12
12581,1255,10
8989,727,16
588,219,13
439,201,11
1182,180,13
4973,773,19
1753,449,16
435,168,5
9639,1308,12
955,340,29
11093,1369,19
558,193,16
12234,456,9
1018,382,26
2531,235,5
3861,521,12
266,99,6
1927,352,13
512,196,19
12875,1239,18
1362,571,7
6771,1237,11
1310,478,9
8080,865,18
624,226,16
3277,396,12
5193,766,16
3768,52,3
6303,540,10
11234,767,14
2321,512,18
5784,773,12
1608,168,13
866,330,22
5426,550,5
14153,1174,14
791,268,12
15941,734,12
4214,563,17
1329,224,10
2075,539,15
13727,148,6
6196,1400,14
15211,1086,7
9129,943,17
3932,699,23
1037,322,11
2712,464,11
9856,1204,12
7979,987,11
833,310,10
1163,299,17
9878,837,18
229,89,7
1517,437,14
877,350,13
803,350,13
7169,446,12
4513,667,21
7765,957,15
10921,1151,11
616,317,6
8763,1674,18
319,180,14
601,233,8
2762,559,10
4065,599,6
192,102,11
10845,1195,18
7289,1457,11
488,256,13
1390,332,16
9792,1655,13
9102,1172,14
239,184,7
1433,478,20
7551,1117,14
4805,871,17
6356,902,14
2445,575,11
328,230,14
264,209,13
8375,357,7
724,202,18
507,236,10
3598,724,15
861,94,11
686,206,16
12194,1128,17
853,196,9
1001,292,9
681,202,23
10397,1238,21
12662,1713,9
6693,865,10
1515,503,21
405,147,10
475,283,9
9148,1321,12
2992,569,8
3425,732,13
720,225,11
3420,563,9
9419,1374,15
2749,987,15
1348,390,6
1004,387,10
8388,1203,11
1911,397,14
449,266,16
10231,933,20
10298,941,5
1354,313,11
8912,670,6
15395,2223,18
716,156,9
791,261,12
6286,610,16
929,192,9
823,405,16
9962,909,16
1888,487,10
1242,367,14
3634,545,11
1191,372,15
9953,1346,16
13509,1227,20
1562,332,11
1219,214,9
12457,770,4
2418,305,8
1506,376,6
884,292,8
13289,217,5
10366,1295,5
9406,456,7
2605,595,11
518,160,19
1206,276,18
3357,688,7
3366,592,8
90,61,8
384,151,8
645,347,16
11006,1126,12
10458,1119,14
287,148,15
1287,366,7
4395,928,13
2535,423,9
11302,1511,15
6911,779,14
119,98,7
950,310,11
447,204,14
15042,1573,16
1033,320,17
674,315,11
205,150,12
851,218,8
970,375,12
9806,1166,11
14504,1370,13
4645,555,10
15067,1429,18
8467,921,10
490,199,15
1180,174,13
1390,363,16
4714,845,10
172,134,15
7527,697,10
901,440,10
5892,1037,11
4430,762,14
5733,854,10
357,172,14
1700,359,11
8273,688,10
2400,339,17
462,137,9
1540,318,12
5501,764,11
415,186,12
2518,367,16
508,284,12
10470,611,11
2498,775,11
544,294,10
674,250,20
8802,1229,9
801,256,15
1098,340,11
10920,1310,19
10384,1140,17
6189,802,12
536,320,13
267,141,13
1306,429,12
12810,1216,11
294,155,13
1269,413,21
16541,1693,15
6848,818,7
11993,710,17
1088,419,11
624,344,8
1103,316,15
5441,330,8
5634,606,8
430,245,13
1350,385,9
1989,421,10
3265,589,22
2044,386,13
8494,841,13
3794,620,10
15302,1274,16
775,394,12
522,129,11
6647,946,12
7594,936,13
8678,1192,10
11471,179,4
14096,1108,18
204,162,13
5575,933,13
12039,1419,17
13016,2123,19
10216,1225,16
12290,1190,17
4020,612,10
287,149,14
4992,716,17
15235,1215,12
622,167,20
387,100,18
328,268,6
4091,541,21
7540,1406,11
558,308,6
309,142,19
1631,294,23
4180,966,11
9155,1348,15
1230,495,17
1685,278,16
1076,310,12
11905,1274,16
12114,1018,9
8929,347,3
1295,499,20
11680,1230,13
6574,945,13
13199,664,9
8156,825,9
2928,642,19
6243,511,10
14398,1429,7
410,231,19
521,243,14
12125,1480,22
13210,1504,11
15132,976,13
597,245,15
1421,320,10
571,159,6
11096,749,11
13467,1317,19
493,245,11
6677,913,16
11536,1409,17
766,335,14
2056,350,6
337,175,12
959,254,12
8271,982,5
462,247,8
571,224,19
1002,226,23
11897,820,14
235,184,12
316,166,16
565,189,14
1306,478,14
538,302,5
11452,1394,12
782,279,12
1091,286,11
1883,353,16
2403,439,6
6742,1285,13
731,350,16
13950,667,9
10056,461,11
6789,1140,20
3582,718,7
4674,582,11
12920,1515,20
646,288,11
2192,289,11
398,253,18
14857,1924,12
542,150,11
664,322,11
10886,9201,3
4453,607,10
4627,641,11
385,176,11
612,290,15
950,662,8
645,237,14
448,164,19
11181,676,8
4316,786,18
3352,482,11
2312,468,5
14437,351,5
622,88,7
13502,1230,17
14360,1510,15
8895,865,12
679,136,12
11326,1266,10
9431,914,13
12224,1213,11
12735,2372,15
2843,528,18
12750,1772,12
5505,470,6
5515,862,8
11033,930,16
5809,321,11
1128,416,7
598,331,15
307,178,11
9972,317,7
1367,145,8
984,472,10
3768,461,7
11965,1418,17
9456,1529,19
7020,727,12
1343,83,3
750,313,13
4102,911,15
266,234,9
520,182,19
2647,593,16
5546,670,7
1409,429,16
3030,463,15
1051,536,16
1337,309,13
333,227,19
10926,799,14
434,279,8
5310,1049,19
1215,365,15
1396,300,15
919,329,9
10098,958,17
271,102,8
0,319,47
1387,333,16
9757,644,8
619,337,24
829,288,12
242,148,13
3991,648,9
8342,382,8
4427,679,9
13067,1463,16
9879,874,21
5752,533,15
13142,1193,15
5063,831,16
4129,592,17
7868,953,9
9299,1494,9
9938,1039,6
2777,675,13
9290,1295,12
14613,1293,18
13294,1352,12
7249,1032,17
3950,462,13
7253,1559,13
999,245,15
1733,228,13
274,161,21
12703,183,4
899,300,7
332,230,10
5941,877,14
772,201,12
386,250,14
516,146,8
380,139,13
7364,913,16
1378,305,16
1650,56,4
667,330,19
8590,656,6
182,130,13
3711,582,10
1256,283,12
1115,443,14
315,161,8
853,436,8
972,312,12
4260,596,16
8500,825,12
4906,779,19
1668,324,11
6037,616,18
1626,506,13
361,188,17
2111,221,12
7429,1117,17
420,230,18
2023,501,6
506,206,24
7097,935,10
9171,596,11
304,80,11
4228,839,10
8497,1330,12
10601,1166,14
5320,1012,18
10944,1530,12
6038,873,10
669,209,7
10423,1076,16
11067,1217,8
3530,737,11
1570,493,11
15110,1537,15
641,203,14
1883,419,12
4351,318,12
12008,1136,18
0,0,0
7779,1105,17
3574,736,8
1344,373,15
850,142,9
232,208,4
1156,291,19
2374,557,13
12334,1410,9
12345,1647,19
4047,463,23
194,129,7
1234,329,20
3892,718,9
646,268,18
6736,1190,4
552,146,10
8767,755,11
1075,405,13
376,183,10
830,383,13
3553,482,20
4540,818,17
854,333,14
7005,733,18
362,118,5
5702,425,13
9838,419,13
4390,373,14
173,107,8
716,276,18
736,213,8
5923,908,16
12927,436,10
548,201,13
905,290,13
9959,164,6
12942,1796,10
1280,226,18
1418,451,22
6991,810,9
2017,388,13
5531,830,18
4282,706,9
325,156,15
563,229,19
10833,1123,21
12991,599,11
5028,926,11
11203,1101,18
272,194,8
634,195,13
4617,809,15
4978,443,14
334,234,15
952,393,12
4179,952,12
5879,752,12
798,480,9
398,192,9
3631,724,18
238,98,11
1430,514,16
17508,1782,14
284,243,16
591,245,15
9526,1036,12
8650,460,10
619,286,15
402,186,13
6576,1224,9
0,0,0
1094,382,14
1316,531,11
7620,956,12
799,244,12
227,120,14
12147,1198,13
6256,1225,13
4289,241,15
928,269,12
2445,508,15
311,130,12
455,243,16
289,129,20
297,139,10
834,340,8
7213,863,15
358,227,15
2175,502,12
1123,154,12
354,245,15
1318,219,6
11467,762,9
599,237,10
378,172,12
1340,195,9
376,156,21
7090,1014,12
14704,1291,6
7643,814,15
180,140,17
4178,430,14
153,138,9
4101,518,11
849,424,6
278,168,9
10879,1279,18
9972,978,14
122,78,10
3538,565,14
13299,1916,11
3679,427,7
2457,484,18
390,215,13
2149,494,14
11877,1097,14
819,283,12
212,171,14
8367,980,17
9746,927,13
407,164,17
524,270,17
11079,885,11
147,21,3
1694,462,14
728,320,14
6175,838,14
7078,619,10
548,326,21
838,291,14
2031,363,15
12115,1209,12
584,267,19
8880,637,7
1309,405,17
1222,473,16
722,369,4
13496,1271,15
228,187,11
11501,1980,9
1165,422,12
1151,272,12
5220,651,15
5387,711,17
364,244,10
11161,1217,19
13486,936,13
851,242,16
7341,751,8
11952,1078,9
408,292,10
480,118,5
1136,337,7
331,35,10
3769,215,5
4010,610,15
3184,300,9
11629,787,12
348,236,10
5619,377,5
3619,644,16
11720,1428,12
2497,287,3
623,244,7
5465,663,17
11040,1291,8
1133,196,4
5474,1255,12
1227,275,10
12876,1487,15
3646,583,9
2546,481,16
1183,321,17
4137,769,14
4191,600,7
1074,416,16
388,201,13
228,161,9
334,166,17
1145,305,12
635,278,15
208,131,14
13635,1603,17
5564,1095,14
7831,732,15
382,232,11
5020,910,11
287,182,12
373,226,13
308,226,8
1156,307,9
13952,1719,20
527,165,6
358,137,10
8205,898,16
14696,2170,9
7078,378,7
1107,435,14
4163,568,14
11175,1103,18
239,114,6
11423,1300,10
260,106,10
793,366,5
16487,2189,7
5669,688,19
281,136,11
2698,578,9
397,197,9
7328,912,17
2262,441,10
250,140,20
400,278,15
16536,1097,12
6043,332,6
9239,707,10
1649,174,6
2107,540,20
637,229,14
2390,355,14
5353,652,11
2596,576,8
3501,604,14
723,279,12
2098,475,9
9866,74,7
276,188,14
3301,483,12
1361,82,4
1790,435,5
6500,799,12
11264,638,11
12610,793,13
14758,1114,12
5506,736,6
15325,1657,27
5364,829,15
2537,370,12
3510,507,20
3075,546,14
394,195,19
6004,945,14
3718,655,13
5426,968,12
13044,1176,14
403,145,11
1176,146,11
724,341,18
7931,1107,18
775,273,16
5247,862,12
3361,770,13
1149,359,13
11480,1326,11
2174,443,22
931,427,13
15373,1592,10
4842,649,12
454,164,12
1345,391,17
426,214,12
960,251,7
4298,1008,9
391,177,11
4098,758,11
5563,731,15
277,99,17
10896,1232,18
727,360,22
410,164,9
12504,792,7
5410,591,12
292,178,13
11191,1303,16
3172,728,10
220,143,11
4952,480,19
229,115,8
4893,646,14
1153,293,12
6578,800,11
537,212,17
540,252,21
1596,443,9
770,332,13
601,227,21
14039,987,13
1036,240,14
6449,762,13
227,132,10
15534,2015,10
324,204,19
137,109,17
504,290,11
342,108,8
736,319,12
8612,1302,24
5241,349,9
12798,1725,11
9083,339,6
3826,703,20
10132,1047,15
11990,1742,11
392,230,16
9289,1231,5
1435,341,12
331,204,8
11497,829,14
2747,599,15
6113,1060,13
1377,279,15
13660,1217,15
10056,1447,8
2888,594,5
2214,238,13
4469,896,17
4464,843,13
4108,873,8
737,231,13
14146,1005,8
9058,1066,18
479,64,8
13837,1180,4
238,123,12
248,152,7
383,91,5
8673,544,9
10251,1285,15
5033,771,18
875,407,14
699,321,12
16041,1619,23
1475,265,11
5180,479,11
4626,501,19
13453,1160,16
11002,1026,8
3882,224,7
5109,539,18
973,72,4
10374,870,4
10540,1196,10
284,195,13
257,148,16
3696,350,14
2230,573,16
9200,956,13
538,414,15
10348,814,17
2897,656,13
11739,1169,12
2724,538,18
3131,426,11
9318,723,9
552,263,35
12694,1946,8
11053,1536,12
3269,689,14
8972,606,13
9986,1638,18
1437,547,12
5066,1100,12
7839,946,9
9915,1135,13
9970,770,12
11471,996,10
7026,884,4
1239,303,12
12184,2187,13
6313,740,15
11578,1322,18
8939,773,14
217,129,28
14313,1282,13
13141,1752,13
12057,1432,13
944,200,5
7489,926,13
13648,1742,11
500,206,14
3849,689,12
15617,2027,17
5547,423,15
8105,711,10
205,184,13
8858,395,12
10107,1393,10
16159,1313,16
628,340,7
15193,773,10
7448,1239,14
3209,227,13
17316,1643,19
10498,791,8
469,139,13
427,248,9
10472,1385,13
513,249,14
7511,835,14
5281,849,14
7173,742,7
3001,692,8
516,301,8
684,317,9
1472,120,7
10265,1546,15
15238,1158,16
4706,849,16
3345,803,10
345,237,14
1036,348,8
8175,905,21
5062,885,16
1609,440,15
374,249,10
6791,1028,16
4137,559,12
764,395,11
286,199,17
11469,1069,12
6065,441,11
999,392,10
12443,1386,13
5543,329,13
9424,790,8
850,297,17
1420,370,14
1010,278,24
1558,523,11
13214,1567,5
301,206,16
11786,1461,8
447,214,22
167,90,12
8452,1083,13
860,283,6
687,255,16
3753,240,9
13461,1519,10
8175,553,5
11229,1015,8
9568,918,11
652,255,8
12114,1278,16
16874,1657,14
226,154,16
1156,259,15
7226,982,13
184,146,15
1527,321,13
850,364,11
4899,361,9
396,197,6
6629,749,6
5095,435,9
3754,436,11
9768,848,10
2547,665,11
4309,596,13
3242,673,15
3174,471,11
405,270,15
292,178,16
865,284,11
7119,583,13
658,285,9
2639,417,8
16079,1376,8
6963,766,8
1503,228,10
359,194,14
3397,622,12
6624,558,7
12662,1219,11
214,153,16
5386,459,9
7280,869,20
5608,862,9
14287,1608,16
861,362,14
10440,1003,13
2119,251,10
286,207,7
391,281,15
10967,1170,11
1266,390,8
246,201,19
813,352,14
317,176,16
2237,319,19
247,196,18
14600,1180,17
287,97,9
3232,527,9
277,124,5
1416,506,16
9328,1266,11
637,357,10
474,206,17
3311,634,11
718,270,9
262,173,10
5310,805,9
467,222,11
2074,564,14
1500,141,8
5923,458,10
1674,529,12
607,240,19
632,309,17
11495,1180,9
10795,1511,13
6451,779,7
9275,1239,8
2023,310,10
1046,424,7
865,278,16
3781,590,7
7435,765,13
4139,707,12
250,183,11
6987,576,15
314,240,21
7528,244,7
9481,570,10
524,246,3
3318,595,20
1453,412,13
12372,2054,7
347,298,15
9112,1151,18
231,177,13
10670,597,8
217,165,10
7427,999,22
5460,1282,8
12311,1481,9
523,242,11
281,161,15
6865,644,10
5150,384,9
906,390,14
14043,1075,14
13156,1208,11
286,191,9
4263,521,15
625,393,9
7190,595,11
5655,948,17
2072,311,12
1470,451,18
2511,351,7
677,255,14
1664,271,6
2088,178,15
10457,1824,20
353,124,8
6249,778,16
16141,1575,18
13169,854,10
1069,478,17
538,242,6
8468,1098,15
711,245,12
5157,674,13
19907,1767,16
538,224,16
214,120,13
2149,471,15
1426,351,13
522,166,9
9409,562,9
2539,664,9
646,212,20
718,242,16
16753,1699,15
2295,417,18
573,209,8
550,276,14
683,247,14
11690,1817,13
3597,828,18
12328,1047,12
725,278,8
12626,438,13
9610,1117,8
1716,478,14
414,260,10
3014,495,14
19173,1668,18
369,225,20
1202,239,13
11819,1506,20
427,164,8
10750,1168,9
610,223,11
8810,705,9
2779,487,15
698,317,10
7500,837,15
492,204,12
10430,1116,15
5087,913,12
3581,361,6
251,179,8
247,100,12
166,146,12
11058,1093,18
276,195,10
11155,1079,15
357,263,20
952,384,13
5547,366,11
497,244,11
3629,731,13
8315,1029,13
1754,329,9
1614,704,14
200,140,18
4324,720,18
10145,1084,5
2690,744,12
1215,250,15
2449,297,7
2980,274,11
12506,1900,11
1193,216,13
2958,674,22
455,256,19
12898,1406,19
11044,997,11
3297,506,13
2572,367,18
1254,317,15
2939,472,20
1177,469,21
295,224,14
3836,228,7
14193,2125,18
276,92,5
1188,495,9
12055,1197,23
9548,1448,7
4460,790,14
761,197,8
251,162,10
810,244,13
11662,946,10
8011,1096,16
266,196,9
5094,689,11
827,379,12
478,279,15
3001,913,7
2244,710,12
6941,1004,12
812,250,17
81,71,8
1968,560,12
1064,295,14
820,279,16
258,182,17
331,215,11
4818,456,9
972,183,10
429,243,13
6792,453,9
869,218,14
10045,1338,11
14496,2046,8
6807,883,12
718,236,14
13869,1383,14
225,156,13
5138,620,19
219,102,10
1305,457,7
187,101,12
3364,494,11
590,283,11
9843,907,13
1398,414,11
5249,1079,10
266,131,9
17432,1903,12
4365,821,10
250,144,8
5792,992,10
362,162,12
4672,820,13
1216,260,13
4315,831,12
7977,826,14
10721,1175,22
606,230,11
256,176,6
938,207,13
11474,1090,10
468,156,8
270,167,18
6656,795,27
4181,528,7
6195,1150,7
304,144,12
325,156,15
8296,1129,11
9947,1642,6
5035,463,9
1634,411,13
8517,977,17
498,93,11
12018,1238,21
8088,1469,15
3415,574,12
663,255,12
6928,476,15
672,352,15
11775,991,16
728,264,14
1663,575,14
184,142,20
5616,745,13
9047,775,10
2394,324,7
4464,634,28
1224,302,19
326,139,17
10930,1099,6
6990,851,11
8793,489,8
5623,467,7
612,275,10
2904,501,17
9765,1354,18
13638,1835,11
3722,812,11
1896,432,10
15866,1474,13
2010,460,11
1161,188,10
11865,1458,10
8012,1027,8
5320,727,13
3773,428,11
4992,328,6
2865,391,8
10015,1129,8
8254,1083,11
8769,1127,11
443,217,10
1480,217,14
351,188,20
10133,654,13
5597,770,20
2895,540,17
8029,871,15
12524,1535,14
8879,1282,17
898,330,12
10717,985,12
1024,274,11
474,217,19
2035,431,19
607,326,12
621,268,22
8156,860,13
299,172,14
16689,1082,9
410,125,7
15345,1824,15
3333,692,10
1924,414,13
4238,859,12
893,316,5
1223,410,9
9279,968,12
1191,443,16
486,211,11
629,257,11
810,283,27
636,248,19
14648,879,4
782,189,12
3169,516,10
4112,572,14
2687,403,14
799,298,17
5580,560,11
10561,922,7
642,358,13
11882,737,5
5092,597,14
541,271,8
647,317,12
954,358,11
1444,301,21
8521,1169,9
10642,1498,15
666,405,27
1533,409,6
5361,381,10
1043,268,14
258,138,10
11043,699,14
462,118,13
381,228,11
245,139,8
8218,860,10
4304,611,17
5695,944,13
2035,338,10
13578,1398,16
9246,864,10
11056,278,6
441,252,12
14091,1283,14
8598,1247,14
7030,435,14
1369,367,10
605,221,13
10733,1389,8
1876,484,14
11249,743,9
481,253,17
604,315,12
661,310,11
389,213,11
705,196,4
11992,1299,10
4169,492,12
12452,1350,16
9817,1189,9
505,307,12
12447,1217,13
369,307,17
3116,340,8
2241,397,12
1414,396,11
9785,1391,19
16391,1295,21
1658,495,16
1326,322,7
384,177,12
3005,621,19
8281,1075,46
5259,415,12
724,179,10
4137,967,18
9463,1114,16
11456,973,10
445,220,13
6531,1500,4
10085,607,8
4115,624,12
14627,1777,14
6227,853,15
2476,481,14
978,303,14
13968,1629,17
8480,804,11
6906,1516,5
241,160,10
178,101,15
882,528,14
795,265,16
1673,380,18
3712,770,12
14523,1201,13
1639,504,15
324,222,6
2645,502,10
192,57,9
2133,533,15
15470,940,8
2044,652,9
2593,600,19
8596,1231,15
372,61,8
18872,2126,13
308,226,13
106,113,9
627,259,17
5439,686,7
503,228,10
848,285,7
762,337,13
2977,499,8
9372,1068,17
255,191,8
714,332,14
319,203,18
5576,135,5
7910,553,14
11912,919,19
2288,500,19
219,167,23
8396,1775,7
10318,310,6
11230,759,6
1580,713,4
1160,351,8
418,212,9
385,218,20
591,250,21
397,215,11
460,311,14
687,196,10
882,310,10
1837,319,9
11784,1514,11
285,172,15
14296,749,12
5599,600,11
181,100,12
6455,1427,12
8650,1166,15
730,274,14
496,223,12
5560,475,13
4485,539,11
567,282,10
6122,977,10
314,175,17
10987,880,16
1608,366,15
408,275,19
772,289,9
5697,644,9
4236,485,20
197,97,12
758,279,17
326,186,7
14489,802,4
450,471,8
3863,427,16
272,182,18
586,290,17
4473,513,15
566,290,15
217,78,10
947,401,13
1849,335,11
6094,1377,8
486,233,14
5308,819,16
12857,341,9
567,306,6
401,133,5
4928,671,17
14623,2289,12
4825,840,19
9468,1104,8
812,335,11
196,120,9
284,200,12
316,156,9
1055,259,10
286,195,11
8011,1075,18
1582,276,11
11976,1311,12
360,278,13
6466,882,8
504,162,10
306,221,13
16679,1741,16
6928,963,15
214,207,6
4413,521,9
6457,799,5
4867,674,13
1388,402,14
1699,480,13
772,350,17
6005,849,12
6516,804,13
358,246,9
1620,425,9
618,218,17
272,143,10
6003,664,7
5900,745,14
1485,392,16
10312,814,13
9886,769,16
729,306,22
270,135,10
10585,1172,10
248,161,11
939,362,16
1592,255,12
8658,697,15
649,360,12
716,338,12
1209,279,13
4228,942,9
1485,296,14
7562,996,12
211,112,3
766,284,15
8704,1039,15
821,351,16
987,319,17
2579,357,7
10297,1423,19
1652,450,18
611,101,11
12035,1247,12
520,241,15
8025,1091,14
297,199,14
1963,297,18
14195,1273,9
824,285,12
3735,374,13
6924,831,18
8693,1300,11
3369,273,14
11578,719,12
1549,370,18
290,196,10
7237,570,10
182,156,11
6703,933,13
447,263,12
217,140,14
10719,793,14
3265,731,12
948,297,13
8031,1122,17
11071,1342,10
912,253,18
14135,845,11
7517,442,9
3748,808,18
1782,360,13
970,405,14
1026,374,14
10662,1189,17
1124,410,17
16552,1238,9
501,404,17
9680,1631,13
10706,896,17
1770,394,17
2984,521,12
2914,628,10
1496,398,13
12850,827,9
508,224,20
3482,610,7
886,270,9
5711,1046,20
4881,536,17
5274,720,16
5838,187,7
252,185,9
5349,503,7
347,212,17
409,199,13
1080,345,15
2442,450,12
4462,666,15
1980,470,19
5652,804,11
4408,402,14
3268,441,16
1118,320,15
2572,491,8
272,213,9
1198,324,15
7268,742,11
8899,1034,12
1192,444,10
11890,1943,8
3135,187,4
1939,517,16
664,222,12
11547,775,9
5323,832,13
799,194,18
1246,337,16
586,294,17
10848,483,10
10216,968,11
979,461,18
5985,777,13
8142,962,14
1074,297,15
16263,1979,15
9565,1293,8
3065,578,20
5872,1291,14
7511,537,11
13583,1609,10
11193,1211,13
2741,732,15
616,427,10
11528,1134,14
244,190,12
11033,855,12
3116,388,21
87,61,6
11727,973,16
438,216,17
441,205,14
13558,1422,12
1322,310,17
286,175,15
404,162,19
2676,285,10
1029,128,6
2491,365,12
479,189,14
200,175,8
5808,886,14
538,239,17
4473,934,13
4662,484,10
300,207,13
2871,573,16
9134,1221,15
406,315,11
805,325,11
4359,452,6
15946,867,11
3664,755,7
477,409,8
524,287,17
821,397,8
9689,989,12
674,432,15
250,189,10
417,240,11
249,162,11
3687,1073,8
153,124,14
531,353,13
712,273,19
11640,765,10
475,267,16
1124,379,8
15604,805,9
249,172,10
13766,573,11
5474,983,5
5978,584,8
9189,1101,11
1604,415,18
6762,978,9
747,310,13
10858,1549,13
1219,451,11
8351,739,9
1580,288,16
13589,2692,7
307,154,21
1245,356,11
650,310,14
136,83,13
3740,381,12
649,299,14
268,208,17
12019,1933,11
1425,444,22
4118,863,14
9465,1117,14
11622,1747,15
7177,1014,13
307,137,12
1407,389,10
219,141,14
416,192,12
278,179,13
2134,366,8
670,315,21
464,203,17
463,187,5
4088,500,11
464,250,8
2014,344,18
1530,506,6
10537,1055,16
1667,349,14
3391,607,18
6616,819,14
6868,695,9
657,300,14
11370,1161,13
11111,1186,17
3900,602,12
521,249,11
12018,1189,9
3679,788,10
560,269,14
1543,515,15
4229,619,16
18546,1518,12
2551,142,6
14256,2031,13
317,160,8
13243,968,17
725,307,11
452,282,16
6325,641,11
15267,1090,9
2067,638,13
234,188,9
9335,1125,6
257,156,6
1284,335,13
16055,1392,8
9185,1192,12
2270,523,16
5483,824,15
3845,670,13
11981,1598,12
11820,847,8
359,238,14
2931,586,18
7706,116,10
5556,695,18
1373,528,9
472,233,12
10878,1412,10
14346,1318,9
13848,1047,11
764,366,11
444,192,10
507,199,15
361,141,13
6090,544,17
402,170,11
5844,749,17
8143,1201,14
12144,737,10
1906,428,12
819,227,15
8944,880,14
727,378,13
9521,1283,13
8657,584,9
657,309,12
560,241,14
337,163,20
11662,275,9
1070,202,8
521,228,9
2992,473,12
14881,994,14
12956,1265,21
1889,474,16
5105,751,12
3422,571,12
4892,723,14
8029,1018,16
15590,1556,13
9641,1391,11
1849,411,10
9784,576,15
4806,841,13
8483,1118,11
1182,301,14
621,220,3
12226,1214,12
3054,541,17
7408,884,15
12570,1463,15
12504,730,10
342,208,22
15154,1704,12
13153,1016,9
5446,852,19
688,196,7
832,140,12
2200,181,8
16572,937,11
195,144,13
1214,440,16
3779,760,7
1864,336,11
1952,379,8
2609,365,12
4727,749,10
7168,511,9
584,243,14
10847,1461,16
9428,960,17
10569,1016,13
1979,415,15
4679,949,8
6172,963,18
11064,761,16
4064,288,8
6041,851,10
12523,1426,11
